Nº DE INSCRICIÓN; TIPO ENTIDADE; NOME; ENDEREZO; CÓD. POSTAL; CÓDIGO DE PROVINCIA; PROVINCIA; CÓDIGO DE CONCELLO; CONCELLO; TELÉFONO; DATA DE ALTA; TIPO_MODALIDADE; MODALIDADE; TIPO_ESPECIALIDADE; ESPECIALIDADE
C-12461;CLUBE DEPORTIVO;CLUB AMES TRIATLÓN;HOSPITAL, 1, 2 E;15220;15;A CORUÑA;15002;AMES;647276549;19/11/2015;36;NATACION;0;;
C-08280;CLUBE DEPORTIVO;CLUB AMEXTREME;R/ PEDREGAL, Nº 10 C-1;15220;15;A CORUÑA;15002;AMES;656873332;24/09/2004;42;PIRAGÜISMO;0;;
C-08069;CLUBE DEPORTIVO;CLUB ATLETISMO MILLA DE OURO;RUA DE ABAIXO   Nº 4     4º E;15895;15;A CORUÑA;15002;AMES;981535286;03/03/2004;2;ATLETISMO;0;;
C-09974;CLUBE DEPORTIVO;CLUB ATLETISMO MILLA RAIO;URBANIZACIÓN ALDEANOVA,53A;15220;15;A CORUÑA;15002;AMES;649358565;11/12/2008;2;ATLETISMO;0;;
C-09416;CLUBE DEPORTIVO;CLUB ATLÉTICO BERTAMIRÁNS;RÚA ACACIAS, Nº 11;15220;15;A CORUÑA;15002;AMES;667484707;22/08/2007;2;ATLETISMO;0;;
C-09416;CLUBE DEPORTIVO;CLUB ATLÉTICO BERTAMIRÁNS;RÚA ACACIAS, Nº 11;15220;15;A CORUÑA;15002;AMES;667484707;22/08/2007;13;CICLISMO;0;;
C-09416;CLUBE DEPORTIVO;CLUB ATLÉTICO BERTAMIRÁNS;RÚA ACACIAS, Nº 11;15220;15;A CORUÑA;15002;AMES;667484707;22/08/2007;36;NATACION;0;;
C-09416;CLUBE DEPORTIVO;CLUB ATLÉTICO BERTAMIRÁNS;RÚA ACACIAS, Nº 11;15220;15;A CORUÑA;15002;AMES;667484707;22/08/2007;39;PENTATLON MOD. E TRIATLON;0;;
C-12475;CLUBE DEPORTIVO;CLUB BALONCESTO A MAHÍA;AVDA. DA PEREGRINA, 2-B, 2º I;15220;15;A CORUÑA;15002;AMES;633047198;26/11/2015;5;BALONCESTO;0;;
C-14535;CLUBE DEPORTIVO;CLUB BALONMANO ALCA;BIDUIDO DE ARRIBA, 36;15895;15;A CORUÑA;15002;AMES;652044397;18/10/2022;6;BALONMÁN;0;;
C-14705;CLUBE DEPORTIVO;CLUB CICLISTA A PEREGRINA;RÚA DO BOSQUE, 50;15220;15;A CORUÑA;15002;AMES;605953123;08/06/2023;13;CICLISMO;0;;
C-09501;CLUBE DEPORTIVO;CLUB CICLISTA AMES;BUCELEIRAS, S/N;15102;15;A CORUÑA;15002;AMES;657303611;10/10/2007;13;CICLISMO;150;CICLISMO EN CARRETERA;
C-10048;CLUBE DEPORTIVO;CLUB CICLISTA OS ESFOLA ARRÓS;AVDA DA MAHIA, 54;15220;15;A CORUÑA;15002;AMES;628837873;17/02/2009;13;CICLISMO;0;;
C-08087;CLUBE DEPORTIVO;CLUB CICLOTURISTA AMEIA;RÚA DAS ACACIAS   Nº 15;15220;15;A CORUÑA;15002;AMES;656467944;18/03/2004;13;CICLISMO;153;CICLOTURISMO;
C-08987;CLUBE DEPORTIVO;CLUB COSTOIA F.C.;FRAMIL-VIDUIDO;;15;A CORUÑA;15002;AMES;659286235;04/08/2006;24;FÚTBOL;0;;
C-07333;CLUBE DEPORTIVO;CLUB DE ESPELEOLOXÍA CAVORCOS;URBANIZ.ALDEA NOVA, 43 B;15220;15;A CORUÑA;15002;AMES;981891344;04/02/2002;22;ESPELEOLOXÍA;0;;
C-11658;CLUBE DEPORTIVO;CLUB DE PATINAXE SARELA;URBANIZACIÓN PEDRA DOURADA 7. VENTOSA;15229;15;A CORUÑA;15002;AMES;665661204;06/08/2013;37;PATINAXE;204;PATINAXE ARTISTICO;
C-08408;CLUBE DEPORTIVO;CLUB DE XADREZ ISOLANI;PLAZUELA DO PORTO, Nº 1;15895;15;A CORUÑA;15002;AMES;981535201;16/02/2005;55;XADREZ;0;;
C-12236;CLUBE DEPORTIVO;CLUB DEPORTIVO DE BAILE DANZAYA;RÚA ENTRERRÍOS, 6, BAIXO;;15;A CORUÑA;15002;AMES;981891414;18/03/2015;60;BAILE DEPORTIVO E DE COMPETICIÓN;0;;
C-06054;CLUBE DEPORTIVO;CLUB DEPORTIVO KARATE AMES;LG. QUINTÁS Nº13 AMEIXENDA;15870;15;A CORUÑA;15002;AMES;608251112;23/11/1998;30;KÁRATE E D.A.;183;TAI CHI CHUAN;
C-14261;CLUBE DEPORTIVO;CLUB DEPORTIVO LACA;RÚA HORTA DE ABAIXO, 6, 2ºB;15220;15;A CORUÑA;15002;AMES;629255897;29/09/2021;25;FÚTBOL SALA;0;;
C-07980;CLUBE DEPORTIVO;CLUB ESCUDERÍA AMES COMPETICIÓN;RUA DO PEDREGAL,5-PTAL 1-2º P;15220;15;A CORUÑA;15002;AMES;981884571;04/12/2003;3;AUTOMOBILISMO;0;;
C-13134;CLUBE DEPORTIVO;CLUB MILLABIKES - A GOLPE DE PEDAL;TRAVESA, 5;15895;15;A CORUÑA;15002;AMES;981940131;16/11/2017;13;CICLISMO;0;;
C-07027;CLUBE DEPORTIVO;CLUB MILLADOIRO SOCIEDAD DEPORTIVA;TRAVESIA DO PORTO,S/N-CENTRO SOCIAL CULTURAL. MILLADOIRO;15895;15;A CORUÑA;15002;AMES;683430537;22/05/2001;24;FÚTBOL;0;;
C-07027;CLUBE DEPORTIVO;CLUB MILLADOIRO SOCIEDAD DEPORTIVA;TRAVESIA DO PORTO,S/N-CENTRO SOCIAL CULTURAL. MILLADOIRO;15895;15;A CORUÑA;15002;AMES;683430537;22/05/2001;25;FÚTBOL SALA;0;;
C-11605;CLUBE DEPORTIVO;CLUB PATINAXE ARTISTICA OMEGA;RÚA XEIXO 5, 5º N. O MILLADOIRO;15895;15;A CORUÑA;15002;AMES;679210591;12/06/2013;37;PATINAXE;0;;
C-12578;CLUBE DEPORTIVO;CLUB TK DENODO;AVDA DA MAHÍA, 18, LOCAL 3;15220;15;A CORUÑA;15002;AMES;649018298;07/03/2016;0;DEPORTE EN XERAL OU NO INDICADO;0;;
C-12578;CLUBE DEPORTIVO;CLUB TK DENODO;AVDA DA MAHÍA, 18, LOCAL 3;15220;15;A CORUÑA;15002;AMES;649018298;07/03/2016;47;TAEKWONDO;0;;
C-10304;CLUBE DEPORTIVO;CLUB VETERANOS AMES;AV. DA MAHIA, 78;15220;15;A CORUÑA;15002;AMES;630348938;10/11/2009;24;FÚTBOL;0;;
C-08105;CLUBE DEPORTIVO;CLUB VOLEIBOL BRUXAS;LUGAR DE COBAS SANTO ESTEVO  Nº28;15229;15;A CORUÑA;15002;AMES;981886950;14/04/2004;54;VOLEIBOL;0;;
C-12008;CLUBE DEPORTIVO;CLUB XIMNASIA OROSO;RÚA CASTIÑEIRO 4, 3º. OS TILOS;15894;15;A CORUÑA;15002;AMES;647098772;06/08/2014;56;XIMNASIA;240;XIMANSIA RITMICA;
C-09017;CLUBE DEPORTIVO;CLUBE BALONCESTO AMES;TRAVESIA DO LODEIRO, 1-2º A.BERTAMIRÁNS;15220;15;A CORUÑA;15002;AMES;677550960;11/09/2006;5;BALONCESTO;0;;
C-13259;CLUBE DEPORTIVO;CLUBE VOLEIBOL TAMBRE;RUA DAS HEDRAS 6 2ºA;15229;15;A CORUÑA;15002;AMES;981883489;20/06/2018;54;VOLEIBOL;0;;
C-11640;CLUBE DEPORTIVO;EL COTON COUNTRY CLUB;PEGARIÑOS, 12;15229;15;A CORUÑA;15002;AMES;;11/07/2013;28;HÍPICA;0;;
C-09025;CLUBE DEPORTIVO;ELITE F.C.;RÚA ANXERIZ, 10-5ºD;15895;15;A CORUÑA;15002;AMES;685648356;15/09/2006;25;FÚTBOL SALA;0;;
C-14012;CLUBE DEPORTIVO;ESCOLA AMES XADREZ;RÚA DA AGRIÑA 8.;15220;15;A CORUÑA;15002;AMES;633447674;27/08/2020;55;XADREZ;0;;
C-12014;CLUBE DEPORTIVO;ESCOLA CANINA DE AMES "PERRUSCOLA" E AGILITY COMPOSTELA;MIRADOIRO-ALDEANOVA, 39-B;15220;15;A CORUÑA;15002;AMES;646291070;08/08/2014;11;CAZA;6;ADIESTRAMIENTO CANINO;
C-12014;CLUBE DEPORTIVO;ESCOLA CANINA DE AMES "PERRUSCOLA" E AGILITY COMPOSTELA;MIRADOIRO-ALDEANOVA, 39-B;15220;15;A CORUÑA;15002;AMES;646291070;08/08/2014;11;CAZA;256;AGILITY;
C-10652;CLUBE DEPORTIVO;ESCOLA DE FUTBOL MILLADOIRO SOCIEDADE DEPORTIVA;ANXERIZ, 16;15895;15;A CORUÑA;15002;AMES;617249159;11/11/2010;24;FÚTBOL;0;;
C-13059;CLUBE DEPORTIVO;ESCOLA DE FUTBOL SALA TRASGOS;AV. PEREGRINA, 19 - 2º D;15220;15;A CORUÑA;15002;AMES;;20/09/2017;25;FÚTBOL SALA;0;;
C-11988;CLUBE DEPORTIVO;ESCOLA DE KARATE DOKKODO;AVDA.  JUAN BUENO BUENO, 14, ORTOÑO, AMES;15873;15;A CORUÑA;15002;AMES;696646071;14/07/2014;30;KÁRATE E D.A.;0;;
C-07941;CLUBE DEPORTIVO;ESCOLAS DEPORTIVAS DE AMES;PRAZA DO CONCELLO Nº 2;15220;15;A CORUÑA;15002;AMES;981883002;05/11/2003;5;BALONCESTO;0;;
C-07941;CLUBE DEPORTIVO;ESCOLAS DEPORTIVAS DE AMES;PRAZA DO CONCELLO Nº 2;15220;15;A CORUÑA;15002;AMES;981883002;05/11/2003;25;FÚTBOL SALA;0;;
C-07941;CLUBE DEPORTIVO;ESCOLAS DEPORTIVAS DE AMES;PRAZA DO CONCELLO Nº 2;15220;15;A CORUÑA;15002;AMES;981883002;05/11/2003;37;PATINAXE;0;;
C-07941;CLUBE DEPORTIVO;ESCOLAS DEPORTIVAS DE AMES;PRAZA DO CONCELLO Nº 2;15220;15;A CORUÑA;15002;AMES;981883002;05/11/2003;48;TENIS;0;;
C-06428;CLUBE DEPORTIVO;ESCUDERÍA BELLO COMPETICIÓN;LGAR. COBAS;15864;15;A CORUÑA;15002;AMES;630621418;15/11/1999;3;AUTOMOBILISMO;0;;
C-11142;CLUBE DEPORTIVO;ESTELA 25.COM;URBANIZACIÓN ESTIVADAS, Nº 18;15864;15;A CORUÑA;15002;AMES;667622392;22/02/2012;24;FÚTBOL;0;;
C-11142;CLUBE DEPORTIVO;ESTELA 25.COM;URBANIZACIÓN ESTIVADAS, Nº 18;15864;15;A CORUÑA;15002;AMES;667622392;22/02/2012;25;FÚTBOL SALA;0;;
C-10654;CLUBE DEPORTIVO;FF RAQUET SPORT;ALCALDE LORENZO, 19, ESC 4 - 4º A;15220;15;A CORUÑA;15002;AMES;674159777;11/11/2010;48;TENIS;0;;
C-10654;CLUBE DEPORTIVO;FF RAQUET SPORT;ALCALDE LORENZO, 19, ESC 4 - 4º A;15220;15;A CORUÑA;15002;AMES;674159777;11/11/2010;59;PÁDEL;0;;
C-08080;CLUBE DEPORTIVO;FÚTBOL CLUBE MEIGAS;RÚA RAXOEIRA 10, 4º A. MILLADOIRO;15865;15;A CORUÑA;15002;AMES;600208167;15/03/2004;24;FÚTBOL;0;;
C-08080;CLUBE DEPORTIVO;FÚTBOL CLUBE MEIGAS;RÚA RAXOEIRA 10, 4º A. MILLADOIRO;15865;15;A CORUÑA;15002;AMES;600208167;15/03/2004;25;FÚTBOL SALA;0;;
C-10671;CLUBE DEPORTIVO;IGUANA PAINTBALL CLUB;R/VENTOSA, Nº 2O;15864;15;A CORUÑA;15002;AMES;881926876;03/12/2010;33;MONTAÑISMO;192;ESCALADA;
C-10671;CLUBE DEPORTIVO;IGUANA PAINTBALL CLUB;R/VENTOSA, Nº 2O;15864;15;A CORUÑA;15002;AMES;881926876;03/12/2010;33;MONTAÑISMO;195;SENDERISMO;
C-12677;CLUBE DEPORTIVO;KAOS KRAV MAGA;TRAVESÍA DO PORTO, 22, 5º C;15895;15;A CORUÑA;15002;AMES;615681996;27/06/2016;29;JUDO E D.A.;0;;
C-12677;CLUBE DEPORTIVO;KAOS KRAV MAGA;TRAVESÍA DO PORTO, 22, 5º C;15895;15;A CORUÑA;15002;AMES;615681996;27/06/2016;32;LOITA;0;;
C-10912;CLUBE DEPORTIVO;KOOK SURF;LUGAR DE CASTELO-COBAS S/N;15220;15;A CORUÑA;15002;AMES;;28/07/2011;35;MOTONÁUTICA;0;;
C-10912;CLUBE DEPORTIVO;KOOK SURF;LUGAR DE CASTELO-COBAS S/N;15220;15;A CORUÑA;15002;AMES;;28/07/2011;43;REMO;0;;
C-10912;CLUBE DEPORTIVO;KOOK SURF;LUGAR DE CASTELO-COBAS S/N;15220;15;A CORUÑA;15002;AMES;;28/07/2011;53;VELA;0;;
C-10912;CLUBE DEPORTIVO;KOOK SURF;LUGAR DE CASTELO-COBAS S/N;15220;15;A CORUÑA;15002;AMES;;28/07/2011;58;SURF;0;;
C-11479;CLUBE DEPORTIVO;LET PADEL AMES;LG FIRMISTANS Nº10A;15895;15;A CORUÑA;15002;AMES;981548791;15/01/2013;59;PÁDEL;0;;
C-11313;CLUBE DEPORTIVO;LOS PIRATAS DEL CARIBE, SOFTBOL Y BEISBOL CLUB DEPORTIVO;RÚA AGRO DA VELLA Nº 10 ESCALEIRA 2 3ºA;15895;15;A CORUÑA;15002;AMES;981536750;24/08/2012;7;BEÍSBOL;0;;
C-12908;CLUBE DEPORTIVO;MASCOGUAU;QUISTILANS, 9;15895;15;A CORUÑA;15002;AMES;666255755;10/04/2017;0;DEPORTE EN XERAL OU NO INDICADO;256;AGILITY;
C-10618;CLUBE DEPORTIVO;MILLA SPORT SD;AVDA. ROSALIA DE CASTRO, 64;15895;15;A CORUÑA;15002;AMES;881976782;05/10/2010;25;FÚTBOL SALA;0;;
C-11012;CLUBE DEPORTIVO;MILLARENGO CULTURA;R/ FIGUEIRAS 5, BAIXO. MILLADOIRO;15895;15;A CORUÑA;15002;AMES;667782673;03/11/2011;55;XADREZ;0;;
C-11083;CLUBE DEPORTIVO;MILLARENGO DEPORTE;XEIXO, 5 - 3 P;15895;15;A CORUÑA;15002;AMES;660696005;04/01/2012;25;FÚTBOL SALA;0;;
C-09437;CLUBE DEPORTIVO;MOTOCLUB "O MILLADOIRO";RÚA PARDIÑEIROS, 4 - 5ºD;15895;15;A CORUÑA;15002;AMES;;11/09/2007;34;MOTOCICLISMO;0;;
C-06106;CLUBE DEPORTIVO;MOTOCLUB AMEIXENDA;O VILAR, S/N;15870;15;A CORUÑA;15002;AMES;629717275;13/01/1999;34;MOTOCICLISMO;196;ENDURO;
C-06106;CLUBE DEPORTIVO;MOTOCLUB AMEIXENDA;O VILAR, S/N;15870;15;A CORUÑA;15002;AMES;629717275;13/01/1999;34;MOTOCICLISMO;197;MOTO-CROSS;
C-13831;CLUBE DEPORTIVO;MOTOCLUB TRIAL COMPOSTELA;LUGAR DE FOLGUEIRA 20;15229;15;A CORUÑA;15002;AMES;630894060;13/11/2019;34;MOTOCICLISMO;196;ENDURO;
C-13831;CLUBE DEPORTIVO;MOTOCLUB TRIAL COMPOSTELA;LUGAR DE FOLGUEIRA 20;15229;15;A CORUÑA;15002;AMES;630894060;13/11/2019;34;MOTOCICLISMO;199;TRIAL;
C-14509;CLUBE DEPORTIVO;O CHIRINGUITO DE MON;FRAMIL, 65;15895;15;A CORUÑA;15002;AMES;650370737;06/09/2022;24;FÚTBOL;0;;
C-10472;CLUBE DEPORTIVO;OS COMECAMIÑOS BTT CLUB;PEREGRINA, 13;15220;15;A CORUÑA;15002;AMES;981941472;07/05/2010;13;CICLISMO;0;;
C-13478;CLUBE DEPORTIVO;PALMIRA SCUBA CLUB;RÚA ROSALÍA DE CASTRO 56-BAIXO;15895;15;A CORUÑA;15002;AMES;981531293;07/12/2018;1;ACTIVIDADES SUBACUÁTICAS;3;ACTIVIDADES NAUTICAS;
C-13478;CLUBE DEPORTIVO;PALMIRA SCUBA CLUB;RÚA ROSALÍA DE CASTRO 56-BAIXO;15895;15;A CORUÑA;15002;AMES;981531293;07/12/2018;1;ACTIVIDADES SUBACUÁTICAS;108;BUCEO;
C-12201;CLUBE DEPORTIVO;RODANDO BIKE;AVDA. DE MAHÍA, 101;15220;15;A CORUÑA;15002;AMES;981886920;10/02/2015;13;CICLISMO;0;;
C-12657;CLUBE DEPORTIVO;RUTAS A PIE;RÚA ROSALIA DE CASTRO, 27, LOCAL 2B;15895;15;A CORUÑA;15002;AMES;675880644;27/05/2016;33;MONTAÑISMO;195;SENDERISMO;
C-00065;CLUBE DEPORTIVO;S. DE CAZA Y PESCA AZOR;PRAZA DO CONCELLO, Nº 2,BAIXO;15220;15;A CORUÑA;15002;AMES;629202129;25/11/1983;0;DEPORTE EN XERAL OU NO INDICADO;42;FLUVIAL;
C-00065;CLUBE DEPORTIVO;S. DE CAZA Y PESCA AZOR;PRAZA DO CONCELLO, Nº 2,BAIXO;15220;15;A CORUÑA;15002;AMES;629202129;25/11/1983;11;CAZA;0;;
C-00065;CLUBE DEPORTIVO;S. DE CAZA Y PESCA AZOR;PRAZA DO CONCELLO, Nº 2,BAIXO;15220;15;A CORUÑA;15002;AMES;629202129;25/11/1983;40;PESCA E CASTING;220;PESCA MARITIMA;
S-10192;SOCIEDADE ANÓNIMA DEPORTIVA;SOCIEDADE DEPORTIVA COMPOSTELA MONUMENTAL;AVDA. DE LA MAHIA, Nº 79 PORTAL 2 2º E;15220;15;A CORUÑA;15002;AMES;618283122;29/07/2009;2;ATLETISMO;0;;
S-10192;SOCIEDADE ANÓNIMA DEPORTIVA;SOCIEDADE DEPORTIVA COMPOSTELA MONUMENTAL;AVDA. DE LA MAHIA, Nº 79 PORTAL 2 2º E;15220;15;A CORUÑA;15002;AMES;618283122;29/07/2009;3;AUTOMOBILISMO;0;;
S-10192;SOCIEDADE ANÓNIMA DEPORTIVA;SOCIEDADE DEPORTIVA COMPOSTELA MONUMENTAL;AVDA. DE LA MAHIA, Nº 79 PORTAL 2 2º E;15220;15;A CORUÑA;15002;AMES;618283122;29/07/2009;4;BÁDMINTON;0;;
S-10192;SOCIEDADE ANÓNIMA DEPORTIVA;SOCIEDADE DEPORTIVA COMPOSTELA MONUMENTAL;AVDA. DE LA MAHIA, Nº 79 PORTAL 2 2º E;15220;15;A CORUÑA;15002;AMES;618283122;29/07/2009;5;BALONCESTO;0;;
S-10192;SOCIEDADE ANÓNIMA DEPORTIVA;SOCIEDADE DEPORTIVA COMPOSTELA MONUMENTAL;AVDA. DE LA MAHIA, Nº 79 PORTAL 2 2º E;15220;15;A CORUÑA;15002;AMES;618283122;29/07/2009;6;BALONMÁN;0;;
S-10192;SOCIEDADE ANÓNIMA DEPORTIVA;SOCIEDADE DEPORTIVA COMPOSTELA MONUMENTAL;AVDA. DE LA MAHIA, Nº 79 PORTAL 2 2º E;15220;15;A CORUÑA;15002;AMES;618283122;29/07/2009;16;DEPORTES PARA MINUSVÁLIDOS PSÍQUICOS;0;;
S-10192;SOCIEDADE ANÓNIMA DEPORTIVA;SOCIEDADE DEPORTIVA COMPOSTELA MONUMENTAL;AVDA. DE LA MAHIA, Nº 79 PORTAL 2 2º E;15220;15;A CORUÑA;15002;AMES;618283122;29/07/2009;19;DEPORTES DE PERSOAS CON DISCAPACIDADE FÍSICA;0;;
S-10192;SOCIEDADE ANÓNIMA DEPORTIVA;SOCIEDADE DEPORTIVA COMPOSTELA MONUMENTAL;AVDA. DE LA MAHIA, Nº 79 PORTAL 2 2º E;15220;15;A CORUÑA;15002;AMES;618283122;29/07/2009;21;ESGRIMA;0;;
S-10192;SOCIEDADE ANÓNIMA DEPORTIVA;SOCIEDADE DEPORTIVA COMPOSTELA MONUMENTAL;AVDA. DE LA MAHIA, Nº 79 PORTAL 2 2º E;15220;15;A CORUÑA;15002;AMES;618283122;29/07/2009;24;FÚTBOL;0;;
S-10192;SOCIEDADE ANÓNIMA DEPORTIVA;SOCIEDADE DEPORTIVA COMPOSTELA MONUMENTAL;AVDA. DE LA MAHIA, Nº 79 PORTAL 2 2º E;15220;15;A CORUÑA;15002;AMES;618283122;29/07/2009;26;GOLF;0;;
S-10192;SOCIEDADE ANÓNIMA DEPORTIVA;SOCIEDADE DEPORTIVA COMPOSTELA MONUMENTAL;AVDA. DE LA MAHIA, Nº 79 PORTAL 2 2º E;15220;15;A CORUÑA;15002;AMES;618283122;29/07/2009;27;HALTEROFILIA;0;;
S-10192;SOCIEDADE ANÓNIMA DEPORTIVA;SOCIEDADE DEPORTIVA COMPOSTELA MONUMENTAL;AVDA. DE LA MAHIA, Nº 79 PORTAL 2 2º E;15220;15;A CORUÑA;15002;AMES;618283122;29/07/2009;29;JUDO E D.A.;0;;
S-10192;SOCIEDADE ANÓNIMA DEPORTIVA;SOCIEDADE DEPORTIVA COMPOSTELA MONUMENTAL;AVDA. DE LA MAHIA, Nº 79 PORTAL 2 2º E;15220;15;A CORUÑA;15002;AMES;618283122;29/07/2009;30;KÁRATE E D.A.;0;;
S-10192;SOCIEDADE ANÓNIMA DEPORTIVA;SOCIEDADE DEPORTIVA COMPOSTELA MONUMENTAL;AVDA. DE LA MAHIA, Nº 79 PORTAL 2 2º E;15220;15;A CORUÑA;15002;AMES;618283122;29/07/2009;32;LOITA;0;;
S-10192;SOCIEDADE ANÓNIMA DEPORTIVA;SOCIEDADE DEPORTIVA COMPOSTELA MONUMENTAL;AVDA. DE LA MAHIA, Nº 79 PORTAL 2 2º E;15220;15;A CORUÑA;15002;AMES;618283122;29/07/2009;33;MONTAÑISMO;0;;
S-10192;SOCIEDADE ANÓNIMA DEPORTIVA;SOCIEDADE DEPORTIVA COMPOSTELA MONUMENTAL;AVDA. DE LA MAHIA, Nº 79 PORTAL 2 2º E;15220;15;A CORUÑA;15002;AMES;618283122;29/07/2009;37;PATINAXE;0;;
S-10192;SOCIEDADE ANÓNIMA DEPORTIVA;SOCIEDADE DEPORTIVA COMPOSTELA MONUMENTAL;AVDA. DE LA MAHIA, Nº 79 PORTAL 2 2º E;15220;15;A CORUÑA;15002;AMES;618283122;29/07/2009;43;REMO;0;;
S-10192;SOCIEDADE ANÓNIMA DEPORTIVA;SOCIEDADE DEPORTIVA COMPOSTELA MONUMENTAL;AVDA. DE LA MAHIA, Nº 79 PORTAL 2 2º E;15220;15;A CORUÑA;15002;AMES;618283122;29/07/2009;44;RUGBI;0;;
S-10192;SOCIEDADE ANÓNIMA DEPORTIVA;SOCIEDADE DEPORTIVA COMPOSTELA MONUMENTAL;AVDA. DE LA MAHIA, Nº 79 PORTAL 2 2º E;15220;15;A CORUÑA;15002;AMES;618283122;29/07/2009;46;SQUASH;0;;
S-10192;SOCIEDADE ANÓNIMA DEPORTIVA;SOCIEDADE DEPORTIVA COMPOSTELA MONUMENTAL;AVDA. DE LA MAHIA, Nº 79 PORTAL 2 2º E;15220;15;A CORUÑA;15002;AMES;618283122;29/07/2009;47;TAEKWONDO;0;;
S-10192;SOCIEDADE ANÓNIMA DEPORTIVA;SOCIEDADE DEPORTIVA COMPOSTELA MONUMENTAL;AVDA. DE LA MAHIA, Nº 79 PORTAL 2 2º E;15220;15;A CORUÑA;15002;AMES;618283122;29/07/2009;48;TENIS;0;;
S-10192;SOCIEDADE ANÓNIMA DEPORTIVA;SOCIEDADE DEPORTIVA COMPOSTELA MONUMENTAL;AVDA. DE LA MAHIA, Nº 79 PORTAL 2 2º E;15220;15;A CORUÑA;15002;AMES;618283122;29/07/2009;49;TENIS DE MESA;0;;
S-10192;SOCIEDADE ANÓNIMA DEPORTIVA;SOCIEDADE DEPORTIVA COMPOSTELA MONUMENTAL;AVDA. DE LA MAHIA, Nº 79 PORTAL 2 2º E;15220;15;A CORUÑA;15002;AMES;618283122;29/07/2009;50;TIRO CON ARCO;0;;
S-10192;SOCIEDADE ANÓNIMA DEPORTIVA;SOCIEDADE DEPORTIVA COMPOSTELA MONUMENTAL;AVDA. DE LA MAHIA, Nº 79 PORTAL 2 2º E;15220;15;A CORUÑA;15002;AMES;618283122;29/07/2009;54;VOLEIBOL;0;;
S-10192;SOCIEDADE ANÓNIMA DEPORTIVA;SOCIEDADE DEPORTIVA COMPOSTELA MONUMENTAL;AVDA. DE LA MAHIA, Nº 79 PORTAL 2 2º E;15220;15;A CORUÑA;15002;AMES;618283122;29/07/2009;55;XADREZ;0;;
S-10192;SOCIEDADE ANÓNIMA DEPORTIVA;SOCIEDADE DEPORTIVA COMPOSTELA MONUMENTAL;AVDA. DE LA MAHIA, Nº 79 PORTAL 2 2º E;15220;15;A CORUÑA;15002;AMES;618283122;29/07/2009;56;XIMNASIA;0;;
S-10192;SOCIEDADE ANÓNIMA DEPORTIVA;SOCIEDADE DEPORTIVA COMPOSTELA MONUMENTAL;AVDA. DE LA MAHIA, Nº 79 PORTAL 2 2º E;15220;15;A CORUÑA;15002;AMES;618283122;29/07/2009;57;XOQUEI;0;;
C-11106;CLUBE DEPORTIVO;TERRES3;URB. LAS MIMOSAS Nº48;15895;15;A CORUÑA;15002;AMES;981531918;23/01/2012;1;ACTIVIDADES SUBACUÁTICAS;0;;
C-11106;CLUBE DEPORTIVO;TERRES3;URB. LAS MIMOSAS Nº48;15895;15;A CORUÑA;15002;AMES;981531918;23/01/2012;22;ESPELEOLOXÍA;0;;
C-11106;CLUBE DEPORTIVO;TERRES3;URB. LAS MIMOSAS Nº48;15895;15;A CORUÑA;15002;AMES;981531918;23/01/2012;33;MONTAÑISMO;0;;
C-11106;CLUBE DEPORTIVO;TERRES3;URB. LAS MIMOSAS Nº48;15895;15;A CORUÑA;15002;AMES;981531918;23/01/2012;58;SURF;0;;
C-08889;CLUBE DEPORTIVO;VOLEI IES DE BERTAMIRÁNS;AVDA. DA PEREGRINA S/N;15220;15;A CORUÑA;15002;AMES;981891589;08/05/2006;54;VOLEIBOL;0;;
C-15022;CLUBE DEPORTIVO;WARRIORS FIGHT TEAM, MMA, CLUB;PASEO FLUVIAL Nº7;15220;15;A CORUÑA;15002;AMES;696996056;10/09/2024;10;BOXEO;0;;
C-15022;CLUBE DEPORTIVO;WARRIORS FIGHT TEAM, MMA, CLUB;PASEO FLUVIAL Nº7;15220;15;A CORUÑA;15002;AMES;696996056;10/09/2024;32;LOITA;0;;
C-15022;CLUBE DEPORTIVO;WARRIORS FIGHT TEAM, MMA, CLUB;PASEO FLUVIAL Nº7;15220;15;A CORUÑA;15002;AMES;696996056;10/09/2024;64;KICKBOXING;66;MUAI THAI;
C-15022;CLUBE DEPORTIVO;WARRIORS FIGHT TEAM, MMA, CLUB;PASEO FLUVIAL Nº7;15220;15;A CORUÑA;15002;AMES;696996056;10/09/2024;64;KICKBOXING;178;JIU-JITSU;
C-13507;CLUBE DEPORTIVO;XIMNASIA AMES;PARDIÑEIROS 1. MILLADOIRO;15895;15;A CORUÑA;15002;AMES;690396669;27/12/2018;56;XIMNASIA;0;;
C-12019;CLUBE DEPORTIVO;XUVENTUDE MILLADOIRO;ANXERIZ,6, LOCAL 1;15895;15;A CORUÑA;15002;AMES;881974443;12/08/2014;24;FÚTBOL;48;FUTBITO;
C-12019;CLUBE DEPORTIVO;XUVENTUDE MILLADOIRO;ANXERIZ,6, LOCAL 1;15895;15;A CORUÑA;15002;AMES;881974443;12/08/2014;24;FÚTBOL;170;FUTBOL SIETE;
C-12019;CLUBE DEPORTIVO;XUVENTUDE MILLADOIRO;ANXERIZ,6, LOCAL 1;15895;15;A CORUÑA;15002;AMES;881974443;12/08/2014;25;FÚTBOL SALA;0;;
